Date,Account,Deposits,Withdrawals,TotalBalance
2050-02-01,Roth IRA,834.9469165093946,0,205773.96223570145
2050-02-01,Savings,312.8658656560493,4250,72856.27771822372
2051-02-26,Traditional 401k,0,0,500000
2051-02-26,Roth 401k,0,0,0
2051-02-26,Roth IRA,0,0,207454.07495884568
2051-02-26,Savings,0,0,64933.82298362708
2052-03-22,Traditional 401k,0,0,500000
2052-03-22,Roth 401k,0,0,0
2052-03-22,Roth IRA,0,0,207454.07495884568
2052-03-22,Savings,0,0,64933.82298362708
2053-04-16,Traditional 401k,0,0,500000
2053-04-16,Roth 401k,0,0,0
2053-04-16,Roth IRA,0,0,207454.07495884568
2053-04-16,Savings,0,0,64933.82298362708
2054-05-11,Traditional 401k,0,0,500000
2054-05-11,Roth 401k,0,0,0
2054-05-11,Roth IRA,0,0,207454.07495884568
2054-05-11,Savings,0,0,64933.82298362708
2055-06-05,Traditional 401k,0,0,500000
2055-06-05,Roth 401k,0,0,0
2055-06-05,Roth IRA,0,0,207454.07495884568
2055-06-05,Savings,0,0,64933.82298362708
2056-06-29,Traditional 401k,0,0,500000
2056-06-29,Roth 401k,0,0,0
2056-06-29,Roth IRA,0,0,208299.26853965028
2056-06-29,Savings,0,0,60863.37141620788
2057-07-24,Traditional 401k,0,0,500000
2057-07-24,Roth 401k,0,0,0
2057-07-24,Roth IRA,0,0,208299.26853965028
2057-07-24,Savings,0,0,60863.37141620788
2058-08-18,Traditional 401k,0,0,500000
2058-08-18,Roth 401k,0,0,0
2058-08-18,Roth IRA,0,0,208299.26853965028
2058-08-18,Savings,0,0,60863.37141620788
2059-09-12,Traditional 401k,0,0,500000
2059-09-12,Roth 401k,0,0,0
2059-09-12,Roth IRA,0,0,208299.26853965028
2059-09-12,Savings,0,0,60863.37141620788
2060-10-06,Traditional 401k,0,0,500000
2060-10-06,Roth 401k,0,0,0
2060-10-06,Roth IRA,0,0,208299.26853965028
2060-10-06,Savings,0,0,60863.37141620788
2061-10-31,Traditional 401k,0,0,500000
2061-10-31,Roth 401k,0,0,0
2061-10-31,Roth IRA,852.0944562759262,0,210000.00000000015
2061-10-31,Savings,349.23835047299633,4335,52790.57467572067
2062-11-25,Traditional 401k,0,0,500000
2062-11-25,Roth 401k,0,0,0
2062-11-25,Roth IRA,0,0,210000.00000000015
2062-11-25,Savings,0,0,53026.42373232445
2063-12-20,Traditional 401k,0,0,500000
2063-12-20,Roth 401k,0,0,0
2063-12-20,Roth IRA,0,0,210000.00000000015
2063-12-20,Savings,0,0,53026.42373232445
2065-01-13,Traditional 401k,0,0,500000
2065-01-13,Roth 401k,0,0,0
2065-01-13,Roth IRA,0,0,210000.00000000015
2065-01-13,Savings,0,0,53026.42373232445
2066-02-07,Traditional 401k,0,0,500000
2066-02-07,Roth 401k,0,0,0
2066-02-07,Roth IRA,0,0,210000.00000000015
2066-02-07,Savings,0,0,53026.42373232445
2067-03-04,Traditional 401k,0,0,500000
2067-03-04,Roth 401k,0,0,0
2067-03-04,Roth IRA,0,0,210000.00000000015
2067-03-04,Savings,0,0,53026.42373232445
2068-03-28,Traditional 401k,0,0,500000
2068-03-28,Roth 401k,0,0,0
2068-03-28,Roth IRA,0,0,210855.5659945663
2068-03-28,Savings,0,0,49143.3090030179
2069-04-22,Traditional 401k,0,0,500000
2069-04-22,Roth 401k,0,0,0
2069-04-22,Roth IRA,0,0,210855.5659945663
2069-04-22,Savings,0,0,49143.3090030179
2070-05-17,Traditional 401k,0,0,500000
2070-05-17,Roth 401k,0,0,0
2070-05-17,Roth IRA,0,0,210855.5659945663
2070-05-17,Savings,0,0,49143.3090030179
2071-06-11,Traditional 401k,0,0,500000
2071-06-11,Roth 401k,0,0,0
2071-06-11,Roth IRA,0,0,210855.5659945663
2071-06-11,Savings,0,0,49143.3090030179
2072-07-05,Traditional 401k,0,0,500000
2072-07-05,Roth 401k,0,0,0
2072-07-05,Roth IRA,0,0,210855.5659945663
2072-07-05,Savings,0,0,49143.3090030179
2073-07-30,Traditional 401k,0,0,500000
2073-07-30,Roth 401k,0,0,0
2073-07-30,Roth IRA,0,0,212577.16923009843
2073-07-30,Savings,0,0,41369.310990981125
2074-08-24,Traditional 401k,0,0,500000
2074-08-24,Roth 401k,0,0,0
2074-08-24,Roth IRA,0,0,212577.16923009843
2074-08-24,Savings,0,0,41369.310990981125
2075-09-18,Traditional 401k,0,0,500000
2075-09-18,Roth 401k,0,0,0
2075-09-18,Roth IRA,0,0,212577.16923009843
2075-09-18,Savings,0,0,41369.310990981125
2076-10-12,Traditional 401k,0,0,500000
2076-10-12,Roth 401k,0,0,0
2076-10-12,Roth IRA,0,0,212577.16923009843
2076-10-12,Savings,0,0,41369.310990981125
2077-11-06,Traditional 401k,0,0,500000
2077-11-06,Roth 401k,0,0,0
2077-11-06,Roth IRA,0,0,212577.16923009843
2077-11-06,Savings,0,0,41369.310990981125
2078-12-01,Traditional 401k,0,0,500000
2078-12-01,Roth 401k,0,0,0
2078-12-01,Roth IRA,0,0,213443.23493111943
2078-12-01,Savings,0,0,37116.15468480263
2079-12-26,Traditional 401k,0,0,500000
2079-12-26,Roth 401k,0,0,0
2079-12-26,Roth IRA,0,0,214312.82909101114
2079-12-26,Savings,0,0,33530.90637926111
2081-01-19,Traditional 401k,0,0,500000
2081-01-19,Roth 401k,0,0,0
2081-01-19,Roth IRA,0,0,214312.82909101114
2081-01-19,Savings,0,0,33530.90637926111
2082-02-13,Traditional 401k,0,0,500000
2082-02-13,Roth 401k,0,0,0
2082-02-13,Roth IRA,0,0,214312.82909101114
2082-02-13,Savings,0,0,33530.90637926111
2083-03-10,Traditional 401k,0,0,500000
2083-03-10,Roth 401k,0,0,0
2083-03-10,Roth IRA,0,0,214312.82909101114
2083-03-10,Savings,0,0,33530.90637926111
2084-04-03,Traditional 401k,0,0,500000
2084-04-03,Roth 401k,0,0,0
2084-04-03,Roth IRA,0,0,214312.82909101114
2084-04-03,Savings,0,0,33530.90637926111
2085-04-28,Traditional 401k,0,0,500000
2085-04-28,Roth 401k,0,0,0
2085-04-28,Roth IRA,0,0,215185.9660851518
2085-04-28,Savings,0,0,29702.01982199019
2086-05-23,Traditional 401k,0,0,500000
2086-05-23,Roth 401k,0,0,0
2086-05-23,Roth IRA,0,0,215185.9660851518
2086-05-23,Savings,0,0,29702.01982199019
2087-06-17,Traditional 401k,0,0,500000
2087-06-17,Roth 401k,0,0,0
2087-06-17,Roth IRA,0,0,215185.9660851518
2087-06-17,Savings,0,0,29702.01982199019
2088-07-11,Traditional 401k,0,0,500000
2088-07-11,Roth 401k,0,0,0
2088-07-11,Roth IRA,0,0,215185.9660851518
2088-07-11,Savings,0,0,29702.01982199019
2089-08-05,Traditional 401k,0,0,500000
2089-08-05,Roth 401k,0,0,0
2089-08-05,Roth IRA,0,0,215185.9660851518
2089-08-05,Savings,0,0,29702.01982199019
2090-08-30,Traditional 401k,0,0,500000
2090-08-30,Roth 401k,0,0,0
2090-08-30,Roth IRA,0,0,217826.7787067881
2090-08-30,Savings,0,0,16975.415109120804
2091-09-24,Traditional 401k,0,0,500000
2091-09-24,Roth 401k,0,0,0
2091-09-24,Roth IRA,0,0,217826.7787067881
2091-09-24,Savings,0,0,16975.415109120804
2092-10-18,Traditional 401k,0,0,500000
2092-10-18,Roth 401k,0,0,0
2092-10-18,Roth IRA,0,0,217826.7787067881
2092-10-18,Savings,0,0,16975.415109120804
2093-11-12,Traditional 401k,0,0,500000
2093-11-12,Roth 401k,0,0,0
2093-11-12,Roth IRA,0,0,217826.7787067881
2093-11-12,Savings,0,0,16975.415109120804
2094-12-07,Traditional 401k,0,0,500000
2094-12-07,Roth 401k,0,0,0
2094-12-07,Roth IRA,0,0,217826.7787067881
2094-12-07,Savings,0,0,16975.415109120804
